          EVM          SVM            E11          E22          E33          E23          E13          E12         sbar11       sbar22       sbar33       sbar23       sbar13       sbar12         TEMP        TRIAX          TRX
  0.57707E-02  0.38896E+03    0.50000E-02  0.50000E-02 -0.91034E-02  0.21596E-09 -0.32826E-09 -0.91296E-10    0.21667E+03  0.23219E+03  0.56843E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.11541E-01  0.42205E+03    0.10000E-01  0.10000E-01 -0.19027E-01  0.24208E-09 -0.31940E-09 -0.11337E-09    0.23515E+03  0.25190E+03  0.85265E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.17311E-01  0.45266E+03    0.15000E-01  0.15000E-01 -0.28956E-01  0.26505E-09 -0.31158E-09 -0.13258E-09    0.25230E+03  0.27009E+03  0.28422E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.23081E-01  0.48099E+03    0.20000E-01  0.20000E-01 -0.38891E-01  0.28731E-09 -0.30435E-09 -0.14961E-09    0.26820E+03  0.28689E+03  0.85265E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.28851E-01  0.50721E+03    0.25000E-01  0.25000E-01 -0.48830E-01  0.31029E-09 -0.29751E-09 -0.16486E-09    0.28294E+03  0.30241E+03  0.56843E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.34622E-01  0.53148E+03    0.30000E-01  0.30000E-01 -0.58774E-01  0.33480E-09 -0.29111E-09 -0.17873E-09    0.29661E+03  0.31675E+03  0.28422E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.40392E-01  0.55394E+03    0.35000E-01  0.35000E-01 -0.68723E-01  0.36130E-09 -0.28477E-09 -0.19125E-09    0.30929E+03  0.33000E+03  0.85265E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.46163E-01  0.57473E+03    0.40000E-01  0.40000E-01 -0.78675E-01  0.39014E-09 -0.27864E-09 -0.20273E-09    0.32106E+03  0.34225E+03  0.56843E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.51933E-01  0.59400E+03    0.45000E-01  0.45000E-01 -0.88630E-01  0.42154E-09 -0.27270E-09 -0.21336E-09    0.33198E+03  0.35358E+03  0.85265E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
  0.57704E-01  0.61187E+03    0.50000E-01  0.50000E-01 -0.98589E-01  0.45569E-09 -0.26696E-09 -0.22329E-09    0.34212E+03  0.36407E+03  0.56843E-13  0.00000E+00  0.00000E+00  0.00000E+00      0.27800E+03  0.00000E+00  0.00000E+00
